商品コード,PowerDo管理商品名,店舗1商品管理番号,店舗1コントロールカラム/更新フラグ,店舗1商品名,モバイル用商品名,店舗1販売価格,定価,オープン価格フラグ,消費税,META Keyword,META Description,SKU(項目選択肢別在庫用)横軸項目名,SKU(項目選択肢別在庫用)縦軸項目名,詳細画像1,詳細画像説明1,詳細画像2,詳細画像説明2,詳細画像3,詳細画像説明3,詳細画像4,詳細画像説明4,詳細画像5,詳細画像説明5,詳細画像6,詳細画像説明6,詳細画像7,詳細画像説明7,詳細画像8,詳細画像説明8,詳細画像9,詳細画像説明9,詳細画像10,詳細画像説明10,店舗1画像URL1,店舗1画像URL2,店舗1画像URL3,店舗1画像URL4,店舗1画像URL5,店舗1画像URL6,店舗1画像URL7,店舗1画像URL8,店舗1画像URL9,店舗1画像URL10,掲載フラグ,注文ボタン,資料請求ボタン,商品問い合わせボタン,のし対応,送料,個別送料,重量,商品発売日,注文受付数,在庫タイプ,在庫数表示,店舗1在庫数,注意在庫数,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9,予備10,予備11,予備12,予備13,予備14,予備15,予備16,予備17,予備18,予備19,予備20,項目選択肢,店舗1項目選択肢詳細値,店舗2項目選択肢詳細値,商品JANコード,課税対象,購入数入力エリア表示フラグ,最小購入制限数,販売単位数,販売単位名,個別手数料,手数料但書き,配送に関する備考,オススメコメント,非公開メモ,個別売切メッセージ,検索キーワード,生産地,ヘッダ(TITLE),代引料,店舗1PC用商品説明文,店舗1モバイル用商品説明文,店舗1PC用販売説明文,店舗1スマートフォン用商品説明文,SKUコード,並び順,JANコード,ISBNコード,送料係数,原価,店舗1項目選択肢用コントロールカラム,SKU(項目選択肢別在庫用)横軸選択肢子番号,SKU(項目選択肢別在庫用)横軸選択肢,SKU(項目選択肢別在庫用)縦軸選択肢子番号,SKU(項目選択肢別在庫用)縦軸選択肢,店舗1項目選択肢別在庫数,店舗2項目選択肢別在庫数,ストックギア連携,基本価格からの差額,商品個別掲載フラグ,商品個別名,店舗2SKU販売価格,SKUモバイル用商品名,個別注意在庫数,個別重量,楽天商品番号,楽天全商品ディレクトリID,楽天タグID,楽天PC用キャッチコピー,楽天モバイル用キャッチコピー,楽天送料区分1,楽天送料区分2,楽天商品情報レイアウト,楽天モバイル表示,楽天動画,楽天販売期間指定開始日,楽天販売期間指定終了日,楽天項目選択肢別在庫用残り表示閾値,楽天RAC番号,楽天闇市パスワード,楽天カタログ ID,楽天在庫戻しフラグ,楽天在庫切れ時の注文受付,楽天在庫あり時納期管理番号,楽天在庫切れ時納期管理番号,楽天ポイント変倍率,楽天ポイント変倍率適用期間,楽天ヘッダー・フッター・レフトナビ,楽天表示項目の並び順,楽天共通説明文（小）,楽天目玉商品,楽天共通説明文（大）,楽天レビュー本文表示,楽天あす楽配送管理番号,楽天海外配送管理番号,楽天サイズ表リンク,楽天再入荷お知らせボタン,楽天サーチ非表示,楽天医薬品説明文,楽天医薬品注意事項,楽天項目選択肢別在庫用取り寄せ可能表示,楽天商品個別 在庫戻しフラグ,楽天商品個別 在庫切れ時の注文受付,楽天商品個別 在庫あり時納期管理番号,楽天商品個別 在庫切れ時納期管理番号,Amazon商品カテゴリー,Amazon出品ID,Amazon商品名,AmazonASINコード,AmazonUPCコード,AmazonGTINコード,AmazonGCID,Amazonブランド,Amazonメーカー名,Amazonコンディション,Amazonコンディション説明,Amazon国外配送,Amazon通貨コード,Amazonパッケージ数,Amazonメーカー品番,Amazonブラウズノード1,Amazon商品タイプ,Amazon衣類大分類,Amazon商品を表現する言葉,Amazon注文から出荷までの日数,Amazon商品の入荷予定日,Amazon出品日,Amazonフルフィルメント・チャンネル,Amazon更新方法,Amazonセール価格,Amazonセール開始日,Amazonセール終了日,Amazonギフトメッセージ,Amazonギフト包装,カテゴリーパス,店舗1カテゴリー設定,優先度,1ページ複数形式,楽天カテゴリセット管理番号,ポンパレモール表示順位,取扱店舗1,取扱店舗2
hdst_passage_dx,TANGEPASSAGEDX,hdst_passage_dx,u, / （TANGEPASSAGEDX）, / （TANGEPASSAGEDX）,3150,3150,0,1,,,,,,TANGEPASSAGEDX,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_passage_dx.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,TANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/tange/hdst_passage_dx.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_passage_dx.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_passage_dx,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　TANGE】,【ヘッドセット　TANGE】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\TANGE,u:u,,::,::,::,1,
hdst_passagedx_color,TANEGPASSAGEDXCOLOR,hdst_passagedx_color,u, / （TANEGPASSAGEDXCOLOR）, / （TANEGPASSAGEDXCOLOR）,3150,3150,0,1,,,,,,TANEGPASSAGEDXCOLOR,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_passagedx_color.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,TANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/tange/hdst_passagedx_color.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_passagedx_color.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_passagedx_color,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　TANGE】,【ヘッドセット　TANGE】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\TANGE,u:u,,::,::,::,1,
hdst_pf_cross,RITCHEYPFCROSS,hdst_pf_cross,u, / （RITCHEYPFCROSS）, / （RITCHEYPFCROSS）,8400,8400,0,1,,,,,,RITCHEYPFCROSS,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/ritchey/hdst_pf_cross.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,RITCHEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/ritchey/hdst_pf_cross.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/ritchey/hdst_pf_cross.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_pf_cross,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　RITCHEY】,【ヘッドセット　RITCHEY】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\RITCHEY,u:u,,::,::,::,1,
hdst_q1,KCNCKUDOS-Q1セミインテグラル,hdst_q1,u, / （KCNCKUDOS-Q1セミインテグラル）, / （KCNCKUDOS-Q1セミインテグラル）,4410,4410,0,1,,,,,,KCNCKUDOS-Q1セミインテグラル,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/kcnc/hdst_q1.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,KCNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kcnc/hdst_q1.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kcnc/hdst_q1.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_q1,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　KCNC】,【ヘッドセット　KCNC】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\KCNC,u:u,,::,::,::,1,
hdst_rb661c,TANGERB661C,hdst_rb661c,u, / （TANGERB661C）, / （TANGERB661C）,1260,1260,0,1,,,,,,TANGERB661C,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_rb661c.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,TANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/tange/hdst_rb661c.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_rb661c.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_rb661c,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　TANGE】,【ヘッドセット　TANGE】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\TANGE,u:u,,::,::,::,1,
hdst_s1,KCNCOMEGA-S1インテグラル,hdst_s1,u, / （KCNCOMEGA-S1インテグラル）, / （KCNCOMEGA-S1インテグラル）,3360,3360,0,1,,,,,,KCNCOMEGA-S1インテグラル,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/kcnc/hdst_s1.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,KCNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kcnc/hdst_s1.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kcnc/hdst_s1.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_s1,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　KCNC】,【ヘッドセット　KCNC】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\KCNC,u:u,,::,::,::,1,
hdst_s2,KCNCOMEGA-S2インテグラル,hdst_s2,u, / （KCNCOMEGA-S2インテグラル）, / （KCNCOMEGA-S2インテグラル）,3570,3570,0,1,,,,,,KCNCOMEGA-S2インテグラル,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/kcnc/hdst_s2.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,KCNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kcnc/hdst_s2.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kcnc/hdst_s2.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_s2,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　KCNC】,【ヘッドセット　KCNC】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\KCNC,u:u,,::,::,::,1,
hdst_s3,KCNCOMEGA-S3インテグラル,hdst_s3,u, / （KCNCOMEGA-S3インテグラル）, / （KCNCOMEGA-S3インテグラル）,3570,3570,0,1,,,,,,KCNCOMEGA-S3インテグラル,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/kcnc/hdst_s3.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,KCNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kcnc/hdst_s3.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kcnc/hdst_s3.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_s3,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　KCNC】,【ヘッドセット　KCNC】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\KCNC,u:u,,::,::,::,1,
hdst_sl_10-20,KCNCヘッドセットスペーサーSLS10mm-20mm,hdst_sl_10-20,u, / （KCNCヘッドセットスペーサーSLS10mm-20mm）, / （KCNCヘッドセットスペーサーSLS10mm-20mm）,420,420,0,1,,,,,,KCNCヘッドセットスペーサーSLS10mm-20mm,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/kcnc/hdst_sl_10-20.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,KCNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kcnc/hdst_sl_10-20.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kcnc/hdst_sl_10-20.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_sl_10-20,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　KCNC】,【ヘッドセット　KCNC】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\KCNC,u:u,,::,::,::,1,
hdst_sl_2-8,KCNCヘッドセットスペーサーSLS2mm-8mm,hdst_sl_2-8,u, / （KCNCヘッドセットスペーサーSLS2mm-8mm）, / （KCNCヘッドセットスペーサーSLS2mm-8mm）,315,315,0,1,,,,,,KCNCヘッドセットスペーサーSLS2mm-8mm,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/kcnc/hdst_sl_2-8.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,KCNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kcnc/hdst_sl_2-8.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kcnc/hdst_sl_2-8.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_sl_2-8,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　KCNC】,【ヘッドセット　KCNC】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\KCNC,u:u,,::,::,::,1,
hdst_slcap,KCNCSLアヘッドキャップ,hdst_slcap,u, / （KCNCSLアヘッドキャップ）, / （KCNCSLアヘッドキャップ）,1260,1260,0,1,,,,,,KCNCSLアヘッドキャップ,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/kcnc/hdst_slcap.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,KCNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kcnc/hdst_slcap.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kcnc/hdst_slcap.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_slcap,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　KCNC】,【ヘッドセット　KCNC】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\KCNC,u:u,,::,::,::,1,
hdst_sls_set,KCNCヘッドスペーサーSLSセット,hdst_sls_set,u, / （KCNCヘッドスペーサーSLSセット）, / （KCNCヘッドスペーサーSLSセット）,1680,1680,0,1,,,,,,KCNCヘッドスペーサーSLSセット,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/kcnc/hdst_sls_set.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,KCNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/kcnc/hdst_sls_set.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/kcnc/hdst_sls_set.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_sls_set,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　KCNC】,【ヘッドセット　KCNC】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\KCNC,u:u,,::,::,::,1,
hdst_tange_bmxcap,TANGEBMXアルミキャップ,hdst_tange_bmxcap,u, / （TANGEBMXアルミキャップ）, / （TANGEBMXアルミキャップ）,735,735,0,1,,,,,,TANGEBMXアルミキャップ,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tange_bmxcap.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,TANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/tange/hdst_tange_bmxcap.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tange_bmxcap.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_tange_bmxcap,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　TANGE】,【ヘッドセット　TANGE】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\TANGE,u:u,,::,::,::,1,
hdst_tange_cap,TANGEアルミキャップ,hdst_tange_cap,u, / （TANGEアルミキャップ）, / （TANGEアルミキャップ）,525,525,0,1,,,,,,TANGEアルミキャップ,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_tange_cap.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,TANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/tange/hdst_tange_cap.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_tange_cap.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_tange_cap,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　TANGE】,【ヘッドセット　TANGE】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\TANGE,u:u,,::,::,::,1,
hdst_tdl,RITCHEYWCSTDLヘッドセット,hdst_tdl,u, / （RITCHEYWCSTDLヘッドセット）, / （RITCHEYWCSTDLヘッドセット）,8400,8400,0,1,,,,,,RITCHEYWCSTDLヘッドセット,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/ritchey/hdst_tdl.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,RITCHEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/ritchey/hdst_tdl.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/ritchey/hdst_tdl.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_tdl,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　RITCHEY】,【ヘッドセット　RITCHEY】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\RITCHEY,u:u,,::,::,::,1,
hdst_te36dx4,TANGETE36DX4,hdst_te36dx4,u, / （TANGETE36DX4）, / （TANGETE36DX4）,2730,2730,0,1,,,,,,TANGETE36DX4,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_te36dx4.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,TANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/tange/hdst_te36dx4.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_te36dx4.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_te36dx4,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　TANGE】,【ヘッドセット　TANGE】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\TANGE,u:u,,::,::,::,1,
hdst_te36srn,TANGETE36SRN,hdst_te36srn,u, / （TANGETE36SRN）, / （TANGETE36SRN）,2940,2940,0,1,,,,,,TANGETE36SRN,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_te36srn.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,TANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/tange/hdst_te36srn.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_te36srn.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_te36srn,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　TANGE】,【ヘッドセット　TANGE】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\TANGE,u:u,,::,::,::,1,
hdst_te36str,TANGETE36STR,hdst_te36str,u, / （TANGETE36STR）, / （TANGETE36STR）,1523,1523,0,1,,,,,,TANGETE36STR,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/tange/hdst_te36str.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ヘッドセット,TANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/tange/hdst_te36str.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/tange/hdst_te36str.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,hdst_te36str,0,,,,,,,,,,,,,,,,,,,,,563156,,【ヘッドセット　TANGE】,【ヘッドセット　TANGE】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ヘッドセット:ブランド\TANGE,u:u,,::,::,::,1,
